,course_id,title,credit,description,faculty,department,prerequesite,corequesite,prof name,semesters
7018,MIME 624D1,Materials Handling in Mines,3.0,"Mining & Materials Engineering : A comprehensive review of materials handling systems used in open pit and underground mines. Review of system selection criteria, and analysis of the impact of particular systems on mine design.    ",Faculty of Engineering,Mining & Materials Engineering,permission of instructor ,,"{'Fall': ['Agus Sasmito'], 'Winter': ['Agus Sasmito']}","{'Fall', 'Winter'}"
7019,MIME 624D2,Materials Handling in Mines,3.0,Mining & Materials Engineering : See MIME 624D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 624D1 ,,"{'Fall': ['Agus Sasmito'], 'Winter': ['Agus Sasmito']}","{'Fall', 'Winter'}"
7020,MIME 624N1,Materials Handling in Mines,3.0,"Mining & Materials Engineering : A comprehensive review of materials handling systems used in open pit and underground mines. Review of system selection criteria, and analysis of the impact of particular systems on mine design.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7021,MIME 624N2,Materials Handling in Mines,3.0,Mining & Materials Engineering : See MIME 624N1 for description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 624N1 ,,{},set()
7022,MIME 625,Applied Mineral Economics 1,4.0,Mining & Materials Engineering : A study of analytical techniques employed for project evaluation and decision-making in the mineral industry.    ,Faculty of Engineering,Mining & Materials Engineering,permission of instructor ,,"{'Fall': ['Mustafa Kumral'], 'Winter': ['Mustafa Kumral'], 'Summer': ['Mustafa Kumral']}","{'Summer', 'Fall', 'Winter'}"
7023,MIME 626,Applied Geostatistics,3.0,Mining & Materials Engineering : Review of applied geostatistics.    ,Faculty of Engineering,Mining & Materials Engineering,,,{'Fall': ['Roussos G Dimitrakopoulos']},{'Fall'}
7024,MIME 627,Applied Mineral Economics 2,4.0,Mining & Materials Engineering : A study of the techniques employed in the analysis of government policy and the financing of projects in the mineral industry.    ,Faculty of Engineering,Mining & Materials Engineering,permission of instructor ,,"{'Fall': ['Mustafa Kumral'], 'Winter': ['Mustafa Kumral'], 'Summer': ['Mustafa Kumral']}","{'Summer', 'Fall', 'Winter'}"
7025,MIME 628,Mineral Engineering Project 1,6.0,"Mining & Materials Engineering : A project of the student's choice, undertaken under the direct supervision of at least one staff member. The final mark is assessed on the basis of a final report that is examined internally, by the supervisor and at least one other staff member.    ",Faculty of Engineering,Mining & Materials Engineering,,,{'Summer': ['Hani Mitri']},"{'Summer', 'Fall', 'Winter'}"
7026,MIME 628D1,Mineral Engineering Project 1,3.0,"Mining & Materials Engineering : A project of the student's choice, undertaken under the direct supervision of at least one staff member. The final mark is assessed on the basis of a final report that is examined internally, by the supervisor and at least one other staff member.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7027,MIME 628D2,Mineral Engineering Project 1,3.0,Mining & Materials Engineering : See MIME 628D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 628D1 ,,{},set()
7028,MIME 628N1,Mineral Engineering Project 1,3.0,"Mining & Materials Engineering : A project of the student's choice, undertaken under the direct supervision of at least one staff member. The final mark is assessed on the basis of a final report that is examined internally, by the supervisor and at least one other staff member.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7029,MIME 628N2,Mineral Engineering Project 1,3.0,Mining & Materials Engineering : See MIME 628N1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 628N1 ,,{},set()
7030,MIME 629,Mineral Engineering Project 2,6.0,Mining & Materials Engineering : Continuation of Mining Engineering Project.    ,Faculty of Engineering,Mining & Materials Engineering,,,{'Summer': ['Hani Mitri']},"{'Summer', 'Fall', 'Winter'}"
7031,MIME 629D1,Mineral Engineering Project 2,3.0,Mining & Materials Engineering : Continuation of Mining Engineering Project.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},{'Fall'}
7032,MIME 629D2,Mineral Engineering Project 2,3.0,Mining & Materials Engineering : See MIME 629D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 629D1 ,,{},{'Winter'}
7033,MIME 629N1,Mineral Engineering Project 2,3.0,Mining & Materials Engineering : Continuation of Mining Engineering Project.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7034,MIME 629N2,Mineral Engineering Project 2,3.0,Mining & Materials Engineering : See MIME 629N1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 629N1 ,,{},set()
7035,MIME 631,Advanced Stochastic Optimization in Mine Planning,4.0,Mining & Materials Engineering : Uncertainty and risk in mine design and production scheduling. Conventional mine optimization methods and flaws. Mine planning and sustainable mining under uncertainty. Combinatorial optimization and algorithmic methods in mine production scheduling. Real options and decision making in mine planning. Mine waste deferment methods. Global and local optimization of mining processes.    ,Faculty of Engineering,Mining & Materials Engineering,Permission of instructor. ,,{'Winter': ['Roussos G Dimitrakopoulos']},{'Winter'}
7036,MIME 634,Mineral Engineering Project 3,3.0,Mining & Materials Engineering : Continuation of Mining Engineering Project 1.    ,Faculty of Engineering,Mining & Materials Engineering,,,{'Fall': ['Hani Mitri']},{'Fall'}
7037,MIME 634D1,Mineral Engineering Project 3,1.5,Mining & Materials Engineering : Continuation of Mining Engineering Project 1.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7038,MIME 634D2,Mineral Engineering Project 3,1.5,Mining & Materials Engineering : See MIME 634D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 634D1 ,,{},set()
7039,MIME 634N1,Mineral Engineering Project 3,1.5,Mining & Materials Engineering : Continuation of Mining Engineering Project 1.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7040,MIME 634N2,Mineral Engineering Project 3,1.5,Mining & Materials Engineering : See MIME 634N1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 634N1 ,,{},set()
7041,MIME 635,Finite Element Method - Rock Mechanics,4.0,Mining & Materials Engineering : Equilibrium equation solvers; elasticity theory; finite element formulative procedures; convergence and accuracy; 2-D and 3-D isoparametric elements; rock failure criteria; applications to rock/mining engineering; computer programming using available software library (FELIBS) and packages.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 521 and/or permission of instructor  ,,{},set()
7042,MIME 636,Boundary Elements: Geomechanics,4.0,"Mining & Materials Engineering : Applications of boundary element methods in geomechanics. Elasticity relations. Coordinate transformations. Kelvin's problem, constant tractions, fictitious stress method, symmetry conditions. Displacement discontinuity method. Yield and deformation joint models. Stress and displacement analysis of underground openings in faulted rock. Initial joint deformation technique. Introduction to nonlinear analysis.    ",Faculty of Engineering,Mining & Materials Engineering,"COMP 208 or equivalent, and MIME 521 or permission of instructor  ",,{},set()
7043,MIME 638,Mine Waste Management,4.0,Mining & Materials Engineering : Nature and generation of mine waste. Characteristics of mine waste material. Surface and underground disposal methods. Surface impoundment. Tailing embankment design and stability analysis. Seepage and containment transport. Seepage control methods. Site reclamation. Computer applications in design and monitoring. Case histories.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7044,MIME 640,Advanced Mineral Processing,6.0,Mining & Materials Engineering : Modern advances in mineral processing techniques. The student will prepare a series of reports covering developments in mineral processing.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7045,MIME 640D1,Advanced Mineral Processing,3.0,Mining & Materials Engineering : Modern advances in mineral processing techniques. The student will prepare a series of reports covering developments in mineral processing.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7046,MIME 640D2,Advanced Mineral Processing,3.0,Mining & Materials Engineering : See MIME 640D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 640D1 ,,{},set()
7047,MIME 641D1,Mineral Dressing and Mill Design,3.0,Mining & Materials Engineering : Survey of mineral dressing and mill design.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7048,MIME 641D2,Mineral Dressing and Mill Design,3.0,Mining & Materials Engineering : Survey of mineral dressing and mill design.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 641D1 ,,{},set()
7049,MIME 650N1,Advanced Extractive Metallurgy 1,3.0,"Mining & Materials Engineering : Metallurgical applications of heat, mass and momentum transfer theories. Particular emphasis is placed on the applications of computational fluid dynamics and development of appropriate software programs. These are based on the integral control volume, finite difference approach, employing body-fitted co-ordinate schemes to handle arbitrarily shaped flow domains. Turbulence models such as K-E and large eddy simulation are presented.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7050,MIME 650N2,Advanced Extractive Metallurgy 1,3.0,Mining & Materials Engineering : See MIME 650N1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 650N1. ,,{},set()
7051,MIME 652,Aqueous Processing,3.0,"Mining & Materials Engineering : Advanced treatment of the chemical and engineering principles governing aqueous dissolution, purification and deposition operations. Topics include: ionic activities of dilute and concentrated solutions; solution and solid-liquid equilibria; analysis of complexation and redox reactions; high temperature solution thermodynamic kinetics; solvent extraction, equilibria and mass transfer kinetics; nucleation, growth and agglomeration phenomena in aqueous precipitation systems.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7052,MIME 653,Transport Phenomena - Process Metallurgy,3.0,"Mining & Materials Engineering : Process metallurgical applications of heat, mass and momentum transport theories. Methods of numerical solution in the analysis of: continuous casting, ingot solidification, soaking pits, hot mill operations, alloy addition methods in steel-making, etc. Students are assigned individual computer projects and present a report plus a seminar on their findings.    ",Faculty of Engineering,Mining & Materials Engineering,,,{'Fall': ['Mainul Hasan']},{'Fall'}
7053,MIME 656,Deformation Mechanisms in Crystalline Solids,3.0,"Mining & Materials Engineering : Deformation and failure mechanisms in crystalline solids; dislocation mechanics and dynamics, including Peierls-Nabarro model, Peach-Koehler equation, dislocation pile-ups and dislocation forest; Griffith fracture mechanics, crack-tip plasticity, J-integral and crack-dislocation interactions.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7054,MIME 658,Quantum Materials,3.0,"Mining & Materials Engineering : Quantum mechanical methods for the design of material properties, including: electronic, magnetic, optical and chemical properties. Introduction to practical quantum mechanical materials design methods based on density functional theory.    ",Faculty of Engineering,Mining & Materials Engineering,,,{'Winter': ['Kirk H. Bevan']},{'Winter'}
7055,MIME 661,Literature Review on Selected Research Topics,3.0,Mining & Materials Engineering : Literature review concerning specific research topics.    ,Faculty of Engineering,Mining & Materials Engineering,Permission of supervisor ,,"{'Fall': ['Showan Nazhat'], 'Winter': ['Showan Nazhat'], 'Summer': ['Showan Nazhat']}","{'Summer', 'Fall', 'Winter'}"
7056,MIME 665,Advanced Processing of Powder Materials,3.0,"Mining & Materials Engineering : Metallic and ceramic powder processing. Fabrication, characterization, properties and tailoring of powders. Pressure and pressureless consolidation techniques. Sintering and densification mechanisms. Properties of sintered compacts. Design of fabrication process. Research project on a powder materials topic.    ",Faculty of Engineering,Mining & Materials Engineering,Permission of instructor ,,{'Fall': ['Mathieu Brochu']},{'Fall'}
7057,MIME 670,Research Seminar 1,6.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Master's research.    ,Faculty of Engineering,Mining & Materials Engineering,,,"{'Fall': ['Kristian Waters'], 'Winter': ['Showan Nazhat'], 'Summer': ['Kristian Waters']}","{'Summer', 'Fall', 'Winter'}"
7058,MIME 670D1,Research Seminar 1,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Master's research.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7059,MIME 670D2,Research Seminar 1,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Master's research.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 670D1 ,,{},set()
7060,MIME 670N1,Research Seminar 1,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Master's research.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7061,MIME 670N2,Research Seminar 1,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Master's research.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 670N1 ,,{},set()
7062,MIME 672D1,Rock Mechanics Seminar,3.0,Mining & Materials Engineering : Theoretical and practical aspects of ground control practice using the case study method.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7063,MIME 672D2,Rock Mechanics Seminar,3.0,Mining & Materials Engineering : See MIME 672D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 672D1 ,,{},set()
7064,MIME 673,Mining Engineering Seminar,6.0,Mining & Materials Engineering : For students registered in the Graduate Diploma or Master's programs in Mining.    ,Faculty of Engineering,Mining & Materials Engineering,,,"{'Fall': ['Mustafa Kumral'], 'Winter': ['Mustafa Kumral']}","{'Summer', 'Fall', 'Winter'}"
7065,MIME 673D1,Mining Engineering Seminar,3.0,Mining & Materials Engineering : For students registered in the Graduate Diploma or Master's programs in Mining.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7066,MIME 673D2,Mining Engineering Seminar,3.0,Mining & Materials Engineering : See MIME 673D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 673D1 ,,{},set()
7067,MIME 673N1,Mining Engineering Seminar,3.0,Mining & Materials Engineering : For students registered in the Graduate Diploma or Master's programs in Mining.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7068,MIME 673N2,Mining Engineering Seminar,3.0,Mining & Materials Engineering : See MIME 673N1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 673N1 ,,{},set()
7069,MIME 680,Materials Engineering Project 1,6.0,"Mining & Materials Engineering : A project of the student's choice, undertaken under the direct supervision of at least one staff member.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7070,MIME 681,Materials Engineering Project 2,6.0,"Mining & Materials Engineering : A project of the student's choice, undertaken under the direct supervision of at least one staff member. Can be a continuation of MIME 680 Materials Engineering Project 1.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7071,MIME 682,Materials Engineering Project 3,3.0,"Mining & Materials Engineering : A project of the student's choice, undertaken under the direct supervision of at least one staff member. Can be a continuation of MIME 681 Materials Engineering Project 2.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7072,MIME 690,Thesis Research 1,6.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},"{'Summer', 'Fall', 'Winter'}"
7073,MIME 690D1,Thesis Research 1,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7074,MIME 690D2,Thesis Research 1,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 690D1 ,,{},set()
7075,MIME 690N1,Thesis Research 1,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7076,MIME 690N2,Thesis Research 1,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 690N1 ,,{},set()
7077,MIME 691,Thesis Research 2,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},"{'Summer', 'Fall', 'Winter'}"
7078,MIME 692,Thesis Research 3,6.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},"{'Summer', 'Fall', 'Winter'}"
7079,MIME 692D1,Thesis Research 3,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7080,MIME 692D2,Thesis Research 3,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 692D1 ,,{},set()
7081,MIME 692N1,Thesis Research 3,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7082,MIME 692N2,Thesis Research 3,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 692N1 ,,{},set()
7083,MIME 693,Thesis Research 4,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},"{'Summer', 'Fall', 'Winter'}"
7084,MIME 693D1,Thesis Research 4,1.5,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7085,MIME 693D2,Thesis Research 4,1.5,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 693D1 ,,{},set()
7086,MIME 694,Thesis Research 5,6.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},"{'Summer', 'Fall', 'Winter'}"
7087,MIME 694D1,Thesis Research 5,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7088,MIME 694D2,Thesis Research 5,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 694D1 ,,{},set()
7089,MIME 694N1,Thesis Research 5,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7090,MIME 694N2,Thesis Research 5,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 694N1 ,,{},set()
7091,MIME 695,Thesis Research 6,3.0,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},"{'Summer', 'Fall', 'Winter'}"
7092,MIME 695D1,Thesis Research 6,1.5,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7093,MIME 695D2,Thesis Research 6,1.5,"Mining & Materials Engineering : Independent research work under the direction of the Thesis Supervisor and the Supervisory Committee, if any.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 695D1 ,,{},set()
7094,MIME 701,Ph.D. Thesis Research Proposal,0.0,"Mining & Materials Engineering : For students registered in a Ph.D. program in Mining or Materials Engineering. Student submits a document and takes an oral examination to demonstrate familiarity with relevant literature, define a methodology and describe a work plan.    ",Faculty of Engineering,Mining & Materials Engineering,,,"{'Fall': ['Mathieu Brochu'], 'Winter': ['Mathieu Brochu']}","{'Summer', 'Fall', 'Winter'}"
7095,MIME 710D1,Ph.D. Foundation Course,1.5,"Mining & Materials Engineering : Broad exposure to theories, concepts and processes in the field of Materials Engineering. These modules will permit the student to acquire knowledge on different topics.    ",Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7096,MIME 710D2,Ph.D. Foundation Course,1.5,"Mining & Materials Engineering : Broad exposure to theories, concepts and processes in the field of Materials Engineering. These modules will permit the student to acquire knowledge on different topics.    ",Faculty of Engineering,Mining & Materials Engineering,MIME 710D1 ,,{},set()
7097,MIME 771,Research Seminar 2,6.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Doctorate research.    ,Faculty of Engineering,Mining & Materials Engineering,,,"{'Fall': ['Kristian Waters'], 'Winter': ['Showan Nazhat']}","{'Summer', 'Fall', 'Winter'}"
7098,MIME 771D1,Research Seminar 2,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Doctorate research.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7099,MIME 771D2,Research Seminar 2,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Doctorate research.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 771D1 ,,{},set()
7100,MIME 771N1,Research Seminar 2,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Doctorate research.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7101,MIME 771N2,Research Seminar 2,3.0,Mining & Materials Engineering : Seminar presentation to staff and students on the Doctorate research.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 771N1 ,,{},set()
7102,MIME 776,Research Seminar 3,6.0,Mining & Materials Engineering : For students registered in a Ph.D. program in Mining.    ,Faculty of Engineering,Mining & Materials Engineering,,,"{'Fall': ['Mustafa Kumral'], 'Winter': ['Mustafa Kumral']}","{'Summer', 'Fall', 'Winter'}"
7103,MIME 776D1,Research Seminar 3,3.0,Mining & Materials Engineering : For students registered in a Ph.D. program in Mining.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7104,MIME 776D2,Research Seminar 3,3.0,Mining & Materials Engineering : See MIME 776D1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 776D1 ,,{},set()
7105,MIME 776N1,Research Seminar 3,3.0,Mining & Materials Engineering : For students registered in a Ph.D. program in Mining.    ,Faculty of Engineering,Mining & Materials Engineering,,,{},set()
7106,MIME 776N2,Research Seminar 3,3.0,Mining & Materials Engineering : See MIME 776N1 for course description.    ,Faculty of Engineering,Mining & Materials Engineering,MIME 776N1 ,,{},set()
7107,MIMM 211,Introductory Microbiology,3.0,Microbiology and Immun (Sci) : A general treatment of microbiology bearing specifically on the biological properties of microorganisms. Emphasis will be on procaryotic cells. Basic principles of microbial genetics are also introduced.    ,Faculty of Science,Microbiology & Immunology,,BIOL 200  ,"{'Fall': ['Benoit Cousineau', 'Selena Sagan', 'Dao Nguyen', 'Donald Sheppard', 'Greg J Matlashewski', 'Samantha Gruenheid', 'Jacques Archambault']}",{'Fall'}
7108,MIMM 212,Laboratory in Microbiology,3.0,Microbiology and Immun (Sci) : This laboratory course is designed to complement MIMM 211. Sessions introduce general techniques peculiar to the handling of microorganisms.    ,Faculty of Science,Microbiology & Immunology,,MIMM 211  ,{'Fall': ['Samantha Gruenheid']},{'Fall'}
7109,MIMM 214,Introductory Immunology: Elements of Immunity,3.0,"Microbiology and Immun (Sci) : Basic immunology, organs and cells, elements of innate immunity, phagocytes, complement, elements of adaptive immunity, B-cells, T-cells, antigen presenting cells, MHC genes and molecules, antigen processing and presentation, cytokines and chemokines. Emphasis on anatomy and the molecular and cellular players working together as a physiological system to maintain human health.    ",Faculty of Science,Microbiology & Immunology,BIOL 200 ,BIOL 201 or ANAT 212/BIOC 212 ,"{'Winter': ['Claire Trottier', 'Martin Richer']}",{'Winter'}
7110,MIMM 314,Intermediate Immunology,3.0,Microbiology and Immun (Sci) : An intermediate-level immunology course covering the cellular and molecular basis of lymphocyte development and activation in immune responses in health and disease.    ,Faculty of Science,Microbiology & Immunology,MIMM 214 ,,"{'Winter': ['Ciriaco Piccirillo', 'Sylvie Fournier', 'Irah King']}",{'Winter'}
7111,MIMM 323,Microbial Physiology,3.0,"Microbiology and Immun (Sci) : An introduction to the composition and structure of microbial cells, the biochemical activities associated with cellular metabolism and how these activities are regulated and coordinated. The course will have a molecular and genetic approach to the study of microbial physiology.    ",Faculty of Science,Microbiology & Immunology,MIMM 211  ,,"{'Fall': ['Gregory T Marczynski', 'Bernard Turcotte']}",{'Fall'}
7112,MIMM 324,Fundamental Virology,3.0,"Microbiology and Immun (Sci) : A study of the fundamental properties of viruses and their interactions with host cells. Bacteriophages, DNA- and RNA-containing animal viruses, and retroviruses are covered. Emphasis will be on phenomena occurring at the molecular level and on the regulated control of gene expression in virus-infected cells.    ",Faculty of Science,Microbiology & Immunology,"MIMM 211, BIOL 200, BIOL 201 or BIOC 212  ",,"{'Fall': ['Selena Sagan', 'Jose Guerreiro Teodoro', 'Chen Liang', 'Dalius J Briedis', 'Andrew J Mouland', 'Jacques Archambault']}",{'Fall'}
7113,MIMM 384,Molecular Microbiology Laboratory,3.0,"Microbiology and Immun (Sci) : A series of laboratory exercises in molecular biology and microbial genetics during the Fall term. As part of a term paper writing project, students will explore contemporary research subjects that represent the wide interests of the Microbiology and Immunology departmentâ•Žs faculty. The general objective is to provide practical and theoretical introduction to the technology and methodology used in contemporary microbiology research.    ",Faculty of Science,Microbiology & Immunology,MIMM 211 and  MIMM 212 ,MIMM 323 and MIMM 324 ,"{'Fall': ['Benoit Cousineau', 'Gregory T Marczynski', 'Dalius J Briedis', 'Antonis E Koromilas']}",{'Fall'}
7114,MIMM 385,Laboratory in Immunology,3.0,Microbiology and Immun (Sci) : This laboratory course allows students to gain expertise in following protocols and performing key techniques in immunology. Students also develop basic experimental design and scientific thinking skills by designing their own experiments based on available reagents to solve a problem. Students learn to keep a lab book and communicate scientific findings in written and oral form.    ,Faculty of Science,Microbiology & Immunology,"MIMM 211, MIMM 212, MIMM 214 (MIMM 384 highly recommended). ",MIMM 314 ,"{'Winter': ['Sylvie Fournier', 'Claire Trottier']}",{'Winter'}
7115,MIMM 387,The Business of Science,3.0,Microbiology and Immun (Sci) : The ability to select and manipulate genetic material has led to unprecedented interest in the industrial applications of procaryotic and eucaryotic cells. Beginning in the 1970s the introduction of and subsequent refinements to recombinant DNA technology and hybridoma technology transformed the horizons of the biopharmaceutical world. This course will highlight the important events that link basic research to clinical/commercial application of new drugs and chemicals.    ,Faculty of Science,Microbiology & Immunology,At least one 200-level course in a biological or biomedical discipline or permission of instructor ,,"{'Winter': ['Robert A Murgita', 'Dalius J Briedis', 'Jack P Antel', 'Brian Ward']}",{'Winter'}
7116,MIMM 396,Undergraduate Research Project in Microbiology,3.0,Microbiology and Immun (Sci) : Independent research project with a final written report.    ,Faculty of Science,Microbiology & Immunology,,,"{'Fall': ['Gregory T Marczynski'], 'Winter': ['Gregory T Marczynski'], 'Summer': ['Gregory T Marczynski']}","{'Summer', 'Fall', 'Winter'}"
7117,MIMM 397,Undergraduate Research Project in Immunology,3.0,Microbiology and Immun (Sci) : Independent research project with a final written report.    ,Faculty of Science,Microbiology & Immunology,Departmental permission required. ,,"{'Fall': ['Gregory T Marczynski'], 'Winter': ['Gregory T Marczynski'], 'Summer': ['Gregory T Marczynski']}","{'Summer', 'Fall', 'Winter'}"
7118,MIMM 413,Parasitology,3.0,"Microbiology and Immun (Sci) : A study of the biology, immunological aspects of host-parasite interactions, pathogenicity, epidemiology and molecular biological aspects of selected parasites of medical importance. Laboratory will consist of a lecture on techniques, demonstrations and practical work.    ",Faculty of Science,Microbiology & Immunology,MIMM 314 or equivalent - ANAT 261 is strongly recommended ,,"{'Winter': ['Greg J Matlashewski', 'Momar Ndao', 'Timothy Geary']}",{'Winter'}
7119,MIMM 414,Advanced Immunology,3.0,"Microbiology and Immun (Sci) : An advanced course serving as a logical extension of MIMM 314. The course will integrate molecular, cellular and biochemical events involved in the ontogeny of the lymphoid system and its activation in the immune response. The course will provide the student with an up-to-date understanding of a rapidly moving field.    ",Faculty of Science,Microbiology & Immunology,MIMM 314 ,,"{'Fall': ['Jörg Fritz', 'Martin Richer', 'Connie Krawczyk']}",{'Fall'}
